"url","headline","summary","date","tag"
"https://www.bbc.com/sport/darts/articles/c9w85llg7j5o","Van Barneveld beats Clayton at International Open","Raymond van Barneveld books his place in the last 16 of the International Open with a 6-2 victory against Jonny Clayton.","5 Apr 2025","Darts"
"https://www.bbc.com/news/articles/cpq7l09z5e5o","N Korea holds first international marathon in six years","The race in Pyongyang to mark the birthday of Kim Il Sung was held every year until the pandemic hit.","7 Apr 2025","Asia"
"https://www.bbc.com/news/articles/c62j22jr7n8o","Trump and Starmer to unveil deal to cut tariffs","The UK government has been seeking an agreement to lower tariffs since Trump imposed levies on almost every country in the world last month.","8 May 2025","Business"
"https://www.bbc.com/news/articles/cgkg78ykmjpo","Orkney landmark on International Island Games medals","Orkney will welcome hundreds of athletes from island groups around the world in July.","2 Apr 2025","NE, Orkney & Shetland"
"https://www.bbc.com/audio/play/p0l1jl01","The international break is over!","Dom, Ed and Malcolm chat about whether the Rams can move out of the relegation zone.","31 Mar 2025","Sport"
"https://www.bbc.com/news/articles/c807lm2003zo","Hungary withdraws from International Criminal Court during Netanyahu visit","The move is announced hours after Israel's PM, who is sought under an ICC arrest warrant, arrives in Budapest for a state visit.","3 Apr 2025","World"
"https://www.bbc.com/news/articles/c1mglv2d455o","Airbnb offers private chefs and massages as it revamps app","The short rental firm says it is aiming to offer a wider range of experiences for travellers.","3 days ago","Business"
"https://www.bbc.com/audio/brand/b006qjxt","Six O'Clock News","National and international news from BBC Radio 4.","7 May 2025","Bulletins"
"https://www.bbc.com/audio/play/w3ct73wf","Why are international students being detained in the US?","300 uni students have had their visas revoked after being in pro-Palestinian protests","2 Apr 2025","News"
"https://www.bbc.com/news/articles/c77n76kzmz4o","Maker of Pegasus spyware told to pay $167m for WhatsApp hack","Journalists and activists say the software is used by authoritarian regimes to spy on them.","7 May 2025","Technology"
"https://www.bbc.com/news/articles/c8rgrejkvmjo","US and China to start talks over trade war this week","Global trade experts have told the BBC they expect the negotiations to take several months.","7 May 2025","Business"
"https://www.bbc.com/news/articles/c2302j8n541o","Airport shuts runway after undercarriage collapse","Passengers are being urged to check with their airline for the latest information.","27 Apr 2025","Norfolk"
"https://www.bbc.com/news/articles/c308pg239n1o","US cuts tariffs on small parcels from Chinese firms like Shein and Temu","Chinese online retailers had previously relied on the ""de minimis"" loophole to ship low-value items to the US.","4 days ago","Business"
"https://www.bbc.com/news/articles/cgeg738rvdeo","ICC prosecutor steps aside until sexual misconduct probe ends","Karim Khan takes leave until an investigation into allegations ends, the International Criminal Court says.","18 hrs ago","Europe"
"https://www.bbc.com/news/articles/c3679wk8x2lo","'Choir helped me heal after sister's death'","Ellie Wood is competing in Hull's International Choir Competition this weekend.","3 May 2025","Hull & East Yorkshire"
"https://www.bbc.com/news/articles/cwy747g49ezo","Starbucks to hire more baristas in bid to win back customers","The move to increase staff numbers comes as the coffee shop giant continues to see sales fall.","30 Apr 2025","Business"
"https://www.bbc.com/news/articles/cp857gryxn1o","The heartbeat of a billion: What Virat Kohli meant to India","Legendary India batter Virat Kohli announced retirement from international Test cricket on Monday.","3 days ago","Asia"
"https://www.bbc.com/news/articles/cwyqlwyjrkpo","Airport investigates landing gear failure incident","A spokesperson says Norwich Airport is operating as normal after it had to close a runway on Sunday.","28 Apr 2025","Norfolk"
"https://www.bbc.com/news/articles/c2ewv7y32r1o","UK lifts sanctions on Syrian defence ministry","Restrictions are also being eased on the financial services and energy sectors to help investment.","24 Apr 2025","Politics"
"https://www.bbc.com/news/articles/c7vnyn17p57o","Inside the Arctic vault holding back-ups of great works","An arctic vault holds digital back-ups of some of humanity's great works of art, history and technology.","8 May 2025",NA
"https://www.bbc.com/news/articles/c62g6vdl3vqo","The camera tech propelling shows like Adolescence","Whole TV shows shot in one long take are made possible by new lightweight cameras.","1 day ago",NA
"https://www.bbc.com/news/articles/cg4190z0gzeo","Whamageddon stadium DJ hangs up headphones","He gained international fame for knocking more than 7,000 people out of the cult game.","3 May 2025","Northamptonshire"
"https://www.bbc.com/news/articles/c2ew48p13y0o","How Armenia is trying to build a Silicon Valley in the Caucasus","The country is aiming to boost its technology sector by training children in tech from a young age.","27 Apr 2025",NA
"https://www.bbc.com/sport/rugby-union/articles/cwy71j3jy42o","Dragons sign Tonga wing Inisi for next season","Tonga international Fine Inisi will join Dragons from Super Rugby Pacific side Moana Pasifika in the summer.","5 days ago","Dragons"
"https://www.bbc.com/news/articles/clyg250pe81o","Nissan to cut 11,000 more jobs and shut seven factories","The planned layoffs mean the Japanese carmaker has now cut about 15% of its workforce in the past year.","4 days ago","Business"
"https://www.bbc.com/news/articles/c3v5r1erdpgo","Why India could not stop IMF bailout to Pakistan","As one of 25 member groups on the IMF board, India's influence at the fund is limited, say experts.","2 days ago","Asia"
"https://www.bbc.com/news/videos/c1jx649g6g8o","Celebrations on the streets of Syria as US sanctions lifted","Celebrations on the streets of Syria as US sanctions lifted","3 days ago",NA
"https://www.bbc.com/news/articles/c8el64yyppro","Meet the team paid to break into top-secret bases","Hear from the team who test security by breaking into secure military facilities.","2 days ago","Technology"
"https://www.bbc.com/news/articles/c9w84eerzv5o","Teen musician with hearing loss to record abroad","Freddie, 15, won an international competition giving him the chance to record at a studio in the US.","3 days ago","Nottinghamshire"
"https://www.bbc.com/news/articles/cwy603eg0w8o","OpenAI says non-profit will remain in control after backlash","The move follows a bitter power struggle over the business.","5 May 2025","Business"
"https://www.bbc.com/sport/cricket/articles/cewg9zzvn50o","Surrey sign Australian Patterson for three matches","Surrey have signed former Australia international batter Kurtis Patterson for three County Championship matches in May.","2 May 2025","Surrey"
"https://www.bbc.com/news/articles/c15q5qzdjqxo","The people refusing to use AI","Worried about the environment and the loss of skills, some people are resisting the rise of AI.","5 May 2025","Technology"
"https://www.bbc.com/sport/rugby-union/articles/cwyn7ldl1gzo","England's Feyi-Waboso set to be fit for summer tours","England winger Immanuel Feyi-Waboso could be fit for the summer international tours, says Exeter boss Rob Baxter.","8 May 2025","Exeter"
"https://www.bbc.com/sport/motorsport/articles/cq8y44j011eo","North West 200 2025 - all you need to know & BBC coverage details","All you need to know about the 2025 North West 200 international road races, including BBC coverage.","4 May 2025","Motorbikes"
"https://www.bbc.com/sport/rugby-league/articles/cx204gk3wkmo","Castleford release forward Namo","Castleford Tigers release Papua New Guinea international forward Sylvester Namo.","23 Apr 2025","Castleford"
"https://www.bbc.com/sport/football/articles/c70e28y57k0o","Flick criticises turnaround after international break","Hansi Flick is unhappy that Raphinha and Ronald Araujo will miss Barcelona's rescheduled La Liga game against Osasuna.","26 Mar 2025","European Football"
"https://www.bbc.com/news/articles/cwy79j2n7d4o","Temu to stop selling goods from China directly to US customers","The online marketplace says it will move to a ""local fulfillment model"" in the US, with sales handled by locally based sellers.","2 May 2025",NA
"https://www.bbc.com/news/articles/cql6vgwyv4xo","Who should you trust for a weather forecast?","Weather influencers can provide useful local information but are also accused of exaggerating conditions.","1 May 2025",NA
"https://www.bbc.com/news/articles/cp92r2kvk74o","US and UK agree to deal slashing Trump tariffs on cars and metals","It will leave a 10% import tax on most goods shipped from the UK to the US.","8 May 2025","Business"
"https://www.bbc.com/news/articles/cz7974l151po","iPhone maker announces plan to build Mitsubishi EVs","The Taiwan-made electric vehicle is expected to go on sale in Australia and New Zealand next year.","8 May 2025","Business"
"https://www.bbc.com/news/articles/ce8g2kpzx0go","Trump crypto soars as president offers dinner to top holders","The meme coin's website says its 220 top investors will be invited to a gala event with the president.","24 Apr 2025","Business"
"https://www.bbc.com/audio/play/p0l0smjp","From international nightmares to FA Cup dreams","David and Colin look ahead to the FA Cup quarter-final tie at Brighton","27 Mar 2025","Podcasts"
"https://www.bbc.com/sport/football/articles/c4gend0z5dlo","Reading have 'full intention' of avoiding suspension","Reading Football Club have said they remain in close dialogue with the EFL and have the ""full intention"" of avoiding any potential suspension.","27 Mar 2025","Reading"
"https://www.bbc.com/news/articles/ce82k04dzepo","Soldiers using immersive room to train for war","Soldiers have been using the room to help them train for battles at war.","4 May 2025","England"
"https://www.bbc.com/sport/cricket/articles/crlxgndp09jo","Report calls for international windows in cricket","Specific windows for international fixtures are among the improvements needed in cricket, says a report by the global players' union.","26 Mar 2025","Cricket"
"https://www.bbc.com/news/articles/c99n8r38rdlo","What is bug hunting and why is it changing?","Bug hunters make money by funding flaws in software, but AI is changing the way they work.","28 Apr 2025",NA
"https://www.bbc.com/news/articles/cy8dpy27pv0o","Nissan says it could share global plants with Chinese state firm","Nissan announced this week that it would lay off another 11,000 workers and shut seven factories.","1 day ago","Business"
"https://www.bbc.com/news/articles/ce81x8ke8pgo","Jaguar says it has no plans to build cars in the US","The comment came after the company's boss refused to rule out opening production plants in America.","2 days ago","Business"
"https://www.bbc.com/news/articles/c62jxdxng7do","Who will win the race to develop a humanoid robot?","Humanoid robots are attracting a lot of investment but will China dominate the industry?","24 Apr 2025",NA
"https://www.bbc.com/news/articles/cjr7e2z1rxyo","Trump considering 100% tariffs on movies not made in the US","The president blamed foreign-made movies for the American film industry's ""very fast death"".","5 May 2025","Business"
"https://www.bbc.com/news/articles/cly1e7ll07do","Car giant Ford and Barbie maker Mattel warn over tariffs costs","The firms join a growing list of big businesses cautioning about the impact of Trump's import taxes.","6 May 2025","Business"
"https://www.bbc.com/news/articles/czx4welpyjvo","Plan for new airport hangar to be built","The hanger would be built store L-159 ""Honey Badger"" fighter planes at Teesside Airport.","19 Apr 2025","Tees"
"https://www.bbc.com/sport/rugby-union/articles/cly8ev8gl81o","Flutey among Black Ferns coaches for Rugby World Cup","Former England and British and Irish Lions international Riki Flutey joins the New Zealand women's national team as a coach.","28 Apr 2025","Rugby Union"
"https://www.bbc.com/news/articles/c4gezw5n579o","Letting off steam: How Dominica's volcanoes will boost its green energy","The Caribbean island is building a power station that will use steam naturally heated by volcanic rock.","2 days ago","Latin America"
"https://www.bbc.com/news/articles/cy9vy7yq849o","Three more UK interest rate cuts this year, predicts IMF","But the IMF also sees UK inflation going up as bills rise, while economies will be hit by Trump tariffs.","22 Apr 2025","Business"
"https://www.bbc.com/sport/football/articles/c7vnpg1mrnvo","Toney's Al-Ahli win Champions League for first time","England international Ivan Toney celebrates his first trophy with Al-Ahli as the Saudi club win the Asian Champions League for the first time.","4 May 2025","Football"
"https://www.bbc.com/sport/olympics/articles/c753wz299d5o","Bronze medallist Doyle begins journey to LA 2028","Olympic bronze medallist Philip Doyle will return to international action for the first time since the Paris Games at the European Rowing Championships later this month.","4 days ago","Olympic Games"
"https://www.bbc.comNA","Watch: Belfast City Marathon 2025 LIVE","Mark Simpson and Nicola McCarthy present live coverage from around the course, as local and international runners take on the 26.2 mile Belfast City Marathon route",NA,NA
"https://www.bbc.com/news/articles/cx2708dl9n1o","China warns nations against 'appeasing' US in trade deals","Beijing was responding to reports that the US will pressure other nations to restrict trade with China.","21 Apr 2025","Business"
"https://www.bbc.com/news/articles/czrve1zrlg3o","How to avoid a puncture on the Moon","Giant tyre firms are testing tyres that can survive conditions on the Moon and Mars.","4 days ago","US & Canada"
"https://www.bbc.com/news/articles/cy0x50yr46lo","Musk to reduce Doge role after Tesla profits plunge","The tech boss says he intends to spend only one to two days a week on Trump administration matters.","23 Apr 2025","Technology"
"https://www.bbc.comNA","US growth forecast to be hit hardest from Trump tariffs, IMF says","The International Monetary Fund says US tariffs and market uncertainty will lead to a significant worldwide slowdown.",NA,NA
"https://www.bbc.com/news/articles/cly80zlk1lyo","California passes Japan as fourth largest economy","The US state expresses worries that President Donald Trump's tariffs could stunt future growth.","25 Apr 2025","World"
"https://www.bbc.com/news/articles/ckg2ekjjgldo","Colombia's wind farms bring promise and pain for indigenous group","The South American country is turning to wind power, but some local people are unhappy.","4 May 2025","Latin America"
"https://www.bbc.com/news/articles/c70zy5w983go","Trump eases car tariffs after firms raised concerns","The president said the move would give companies relief while they adjust their supply chains.","29 Apr 2025","Business"
"https://www.bbc.com/news/articles/c0jzqqdgjjxo","Surprise as 100 Spaniards turn up at non-league game","Harborough Town's home match had some international visitors - but why were they there?","18 Apr 2025","Leicestershire"
"https://www.bbc.com/news/articles/cze1erz9jxko","Is the US finally on track to build a high-speed rail network?","The US currently has no high-speed rail services, but two are under construction, and more planned.","3 days ago","Business"
"https://www.bbc.com/audio/play/p0l0218w","'You can tell it's the international break'","Gaz Drinkwater and Joe McGrath look at who's performing well for their countries.","24 Mar 2025","Podcasts"
"https://www.bbc.com/news/articles/czx415erwkwo","Global growth forecast slashed by IMF over tariff impact","The US suffers the biggest downgrade to growth among advanced economies, in the influential International Monetary Fund's latest forecast.","22 Apr 2025","Business"
"https://www.bbc.com/news/articles/czrveyj87l5o","Company bosses warn over tariffs impact","Several firms have cut their profit forecasts or withdrawn them citing economic uncertainty.","25 Apr 2025","Business"
"https://www.bbc.com/news/articles/cy70y2x3xj6o","The record-breaking tunnel being built from Denmark to Germany","The rail and road link will slash journey times between much of Scandinavia and continental Europe.","22 Apr 2025","Europe"
"https://www.bbc.com/sport/cricket/articles/c1egv1j137do","'Tremendous' Jersey win six out of six in Cyprus","Jersey put in a ""tremendous"" performance as they win all six of their T20 international matches in Cyprus over Easter.","22 Apr 2025","Cricket"
"https://www.bbc.com/news/articles/c5ygdv47vlzo","US sets tariffs of up to 3,521% on South East Asia solar panels","Several Chinese solar companies with factories across the region could face steep new tariffs.","22 Apr 2025","Business"
"https://www.bbc.com/news/articles/c4gkvp6438ko","Trump proposes 80% China tariff ahead of trade talks","The meeting is the strongest sign yet that the world's two biggest economies are ready to de-escalate their trade war.","8 days ago","Business"
"https://www.bbc.com/news/articles/cjewdy2zw3go","US tariffs will make global trade shrink, says WTO","The Geneva-based institution says American tariffs will send international trade into reverse.","16 Apr 2025","Business"
"https://www.bbc.com/news/articles/c1egd6n77djo","Baccalaureate diploma pause devastating - students","The International Baccalaureate Diploma Programme has been paused due to few students signing up.","17 Apr 2025","Guernsey"
"https://www.bbc.com/news/articles/c86jyw5jp6go","Trump hints at softening China tariffs and says no plan to sack Fed boss","His comments come amid a trade war with Beijing, and after his attacks on the US central bank's boss.","23 Apr 2025","Business"
"https://www.bbc.com/audio/play/m00298wb","Glasgow International Comedy Festival Special: Susie McCabe, Ignacio Lopez, Susan Riddell and Liam Withnail","Des Clarke hosts Scotland's award-winning satirical news quiz.","28 Mar 2025","Comedy"
"https://www.bbc.com/news/articles/cwy7n7dn530o","Plans announced to propel aviation innovation","John Dewling says it hopes the company can ""push the boundaries"" in green flight technology.","17 Apr 2025","Norfolk"
"https://www.bbc.com/news/articles/czx17361pw1o","Designed in US, made in China: Why Apple is stuck","China sits at the heart of Apple's supply chain - and has benefited hugely from it. Can they break up?","18 Apr 2025","Asia"
"https://www.bbc.com/news/articles/cdrg6mnr8vpo","Gold hits new record over US-China trade war fears","Prices rose after the US Fed's chair warned tariffs could hit economic growth and fuel inflation.","17 Apr 2025","Business"
"https://www.bbc.com/news/articles/clyzv1384wno","UK hits back at claims US tariff deal bad for China","The UK government said there was ""no such thing as a veto on Chinese investment"" in its tariff deal with the US.","3 days ago","Business"
"https://www.bbc.com/sport/rugby-union/articles/czx13q6xz63o","New Zealand's Woodman-Wickliffe reverses retirement","New Zealand star Portia Woodman-Wickliffe announces she will come out of international retirement and has set her sights on the 2025 World Cup.","22 Apr 2025","Rugby Union"
"https://www.bbc.com/audio/play/p0l4hnsy","Who is on board Air Force Hun?","Today's puns include Air Force Hun and International Space StaishHUN.  Jump on board huns!","15 Apr 2025","Comedy"
"https://www.bbc.com/news/videos/cj0zny7mz4jo","Watch: Moment Delta plane engine catches fire","Passengers have been forced to evacuate a Delta plane after an engine caught fire while on the tarmac at Orlando International Airport in Florida.","21 Apr 2025","US & Canada"
"https://www.bbc.com/news/articles/c8ep2p19ep9o","UN's top court begins hearings on Israel's legal duties towards Palestinians","Dozens of countries will give evidence at the ICJ hearings, which Israel has labelled a ""circus"".","28 Apr 2025","World"
"https://www.bbc.com/news/articles/cn048612x1ro","Cornwall to host international mining competition","The museum will welcome 45 teams from across the globe including Australia, the USA, and Germany.","21 Mar 2025","Cornwall"
"https://www.bbc.com/news/articles/crk2me7vjxxo","Trump heads to Saudi Arabia eyeing more investment in US","As the president goes to Saudi Arabia, Qatar and the UAE he wants them to buy more from the States.","5 days ago","Middle East"
"https://www.bbc.com/news/articles/cp85k33ey14o","Ben & Jerry's co-founder arrested after Senate Gaza protest","Ben Cohen and six others were arrested during the protest in the US Senate, Capitol Police tells BBC News.","2 days ago","US & Canada"
"https://www.bbc.com/news/videos/c62g63yz8r3o","Why the IMF is worried about the economy - three things to know","The influential financial agency is projecting slower economic growth in the US due to uncertainty around President Trump's tariffs.","23 Apr 2025","US & Canada"
"https://www.bbc.com/news/articles/czx1g0q43gqo","Oldest serving US astronaut returns to Earth on 70th birthday","A capsule with Don Pettit and his two Russian crewmates lands in Kazakhstan after a space station mission.","20 Apr 2025","World"
"https://www.bbc.com/sport/rugby-union/videos/c5ypqp55327o","Play every game like it's your last - Packer on playing for England","Marlie Packer says it was ""awesome"" to be back playing for England after scoring her 50th international try in the Red Roses win against Scotland.","19 Apr 2025","Rugby Union"
"https://www.bbc.com/news/articles/c20lypyxl2xo","Plaque for football's first black international","Andrew Watson, who went to school in Halifax, captained Scotland to a 6-1 win over England in 1881.","20 Mar 2025","UK"
"https://www.bbc.com/news/articles/cx28y8jj4lxo","Finland's bid to win Europe's start-up crown","Helsinki wants to become a top European start-up hub, but can it challenge London and Stockholm?","14 Apr 2025",NA
"https://www.bbc.com/news/articles/c99p5nrr53mo","Reeves suggests UK trade with EU more important than US","The chancellor indicates that moving closer to the EU on trade is a bigger priority than the US.","25 Apr 2025","Business"
"https://www.bbc.com/audio/brand/m001nwhs","The Banksy Story","The story of Banksy's rise from secretive street artist to international icon.","11 Apr 2025","Documentaries"
"https://www.bbc.com/sport/cricket/articles/crld52ed5ero","No cuts to Afghanistan Cricket Board funding planned by ICC","The Afghanistan Cricket Board will not see any of its funding from the International Cricket Council cut or diverted to its exiled women's cricketers.","17 Apr 2025","Afghanistan"
"https://www.bbc.com/news/videos/cx27j8wkvxeo","Dazzling Aurora Australis captured from space","The footage was filmed by a Nasa astronaut who is on board the ISS, Don Pettit.","5 Apr 2025",NA
"https://www.bbc.com/news/articles/ce3vk8z4p5lo","No global recession despite US tariffs, says IMF","The international economic group predicts ""notable markdowns, but not recession"".","17 Apr 2025","Business"
"https://www.bbc.com/sport/cricket/articles/c4g975k4p3zo","ICC urged to consider future status of T10 format","The International Cricket Council is being lobbied to make T10 an officially recognised format in the future.","12 Apr 2025","Cricket"
"https://www.bbc.com/news/articles/c74zdm4kewlo","Firms say Meta not helping them to recover hacked accounts","Businesses around the world say they are unable to get back into their Facebook and Instagram pages.","16 Apr 2025",NA
"https://www.bbc.com/news/articles/c5yrgpwg545o","Could South America benefit from Trump's trade tariffs?","Countries in the continent may see exports rise as both the US and China need new suppliers.","25 Apr 2025","World"
"https://www.bbc.com/news/articles/c93g2e332d9o","Deported gang members get second chance at call centre","In the Mexican city of Tijuana a number of firms are employing people who were removed from the US.","30 Apr 2025","Business"
"https://www.bbc.com/news/articles/c934qzd094wo","Asian stocks see their worst drop in decades after Trump tariffs","Asian markets from Tokyo to Sydney plunged amid increasing fears of a global economic downturn.","7 Apr 2025","Business"
"https://www.bbc.com/news/articles/cdrgk2338dvo","China's Xi urges Vietnam to oppose 'bullying' as Trump mulls more tariffs","Trump called Xi's meeting with Vietnamese leaders a ploy to figure out how to 'screw' the US.","15 Apr 2025","Business"
"https://www.bbc.com/sport/cricket/articles/cq5wwx33yj8o","Australia all-rounder Perry signs for Hampshire","Australia international Ellyse Perry signs as an overseas player for Hampshire in the inaugural Women's T20 Blast.","10 Apr 2025","Cricket"
"https://www.bbc.com/news/articles/cly517p1zgqo","US lays out plans to hit Chinese ships with port fees","The charges will start in 180 days and rise in the coming years.","18 Apr 2025","Business"
"https://www.bbc.com/sport/rugby-union/articles/c7vnzdmr148o","Newport RFC legend Jones dies aged 89","Former Wales international and Newport RFC legend Brian Jones has died aged 89.","7 Apr 2025","Welsh Rugby"
"https://www.bbc.comNA","Watch: Edinburgh International Swim Meet","Watch live coverage as a host of Team GB Olympians take part in the Edinburgh International Swim meet.",NA,NA
"https://www.bbc.com/news/articles/c1eg6pylq87o","Palestinian teen attacker freed after nine years in Israeli prison","Amnesty International says Ahmed Manasra endured ""shocking ill-treatment"" after he was imprisoned at the age of 13 in 2015.","10 Apr 2025","Middle East"
"https://www.bbc.com/news/articles/cwy00jezyevo","Students and elderly pair up to combat loneliness","A University of Exeter project tries to combat loneliness and share skills between generations.","10 Apr 2025","Devon"
"https://www.bbc.com/news/articles/c0elwpdgq98o","States asked to pay £50,000 for election observers","The team will monitor the general election to ensure it complies with international obligations.","6 Apr 2025","Guernsey"
"https://www.bbc.comNA","Watch: Edinburgh International Swim Meet","Watch live coverage as a host of Team GB Olympians take part in the Edinburgh International Swim meet.",NA,NA
"https://www.bbc.com/sport/cricket/articles/cz01119mz1go","Bears Women sign batter Kalis on loan","Warwickshire sign Dutch international batter Sterre Kalis on loan for this summer's inaugural women's One-Day Cup and T20 Blast competitions.","9 Apr 2025","Women's Cricket"
"https://www.bbc.com/news/articles/cn52plp2317o","Lammy says Israel international law remarks 'could have been clearer'","The foreign secretary had twice told MPs Israel's aid blockade into Gaza was a ""breach"" of international law.","18 Mar 2025","Politics"
"https://www.bbc.com/audio/play/m00291ql","Glasgow International Comedy Festival Special: Robin Ince, Marjolein Robertson, Gareth Waugh and Ria Lina","Des Clarke hosts Scotland's award-winning satirical news quiz.","21 Mar 2025","Comedy"
"https://www.bbc.com/sport/cricket/articles/cvg9dl0vnp7o","Cricket at LA 2028 will be six-team T20 tournament","Cricket's return to the Olympic Games in Los Angeles 2028 will be as a six-team T20 tournament for both genders, the International Olympic Committee announces.","10 Apr 2025","Olympic Games"
"https://www.bbc.com/news/videos/cj9e22dezeno","BBC Verify analyses video showing Israel's killing of Gaza medics","The IDF's killing of 15 emergency workers has drawn international condemnation.  BBC Verify examines new footage of the incident.","7 Apr 2025","BBC Verify"
"https://www.bbc.comNA","Watch: Edinburgh International Swim Meet","Watch live coverage as a host of Team GB Olympians take part in the Edinburgh International Swim meet.",NA,NA
"https://www.bbc.com/news/articles/ceqj3z4g0e1o","Do we need cocoa-free chocolate and is it nice?","Cocoa prices are soaring so new chocolate firms are looking at an alternative ingredient.","10 Apr 2025",NA
"https://www.bbc.com/news/articles/cgjl487qg5lo","Hooters restaurant chain files for bankruptcy","Like many other casual dining chains, Hooters has struggled in recent years with rising costs and wages.","1 Apr 2025","Business"
"https://www.bbc.com/news/articles/cwydv40g892o","What is live shopping and will it take off?","Big in Asia, live shopping involves brands putting on live shows to sell direct to shoppers.","3 Apr 2025",NA
"https://www.bbc.com/news/articles/ce3qlz2y3gyo","How might tariffs change the price of Nike's iconic trainers?","What impact will the introduction of hefty tariffs on countries in Asia have on Nike's iconic US trainer?","5 Apr 2025","Business"
"https://www.bbc.com/sport/football/articles/c05nm241ddpo","Early Weir goal helps Northern Ireland beat Romania","Kascie Weir scores her first international goal as Northern Ireland picked up a much-needed 1-0 win against Romania in the Nations League at Windsor Park.","8 Apr 2025","NI Women"
"https://www.bbc.com/news/articles/cm2nplgm2kpo","A revolution is under way in India's trainer industry","India wants to boost the domestic trainer industry but will small domestic makers suffer?","8 Apr 2025","Asia"
"https://www.bbc.comNA","Teenager Weir's first Northern Ireland goal sinks Romania","Teenager Kascie Weir scores her first international goal as Northern Ireland picked up a much-needed 1-0 win against Romania in the Nations League at Windsor Park.",NA,NA
"https://www.bbc.com/news/articles/c3r8n3yx1x5o","Global executions at highest level since 2015, report says","But Amnesty International also says only 15 countries carried out the death penalty, the lowest on record","8 Apr 2025","Middle East"
"https://www.bbc.com/news/articles/cm257z1y2q9o","Trump to charge high tariffs on 'worst offenders' globally","The president says the US has been ""pillaged, raped and plundered"" for years by international trade partners.","3 Apr 2025","US & Canada"
"https://www.bbc.com/news/articles/cjewvpkw7weo","The plans to put data centres in orbit and on the Moon","Proponents say space-based data centres will be more secure, but sceptics say big hurdles remain.","9 Apr 2025","Technology"
"https://www.bbc.com/news/articles/c0qndqz41jxo","US pharma boss: 'Tariffs are pivotal moment and hard to come back from'","Eli Lilly's boss tells the BBC he is doubtful tariffs will bring jobs to the US or raise billions in taxes.","3 Apr 2025","US & Canada"
"https://www.bbc.com/news/articles/c0el8ed21w9o","The Canadians and Danes boycotting American products","As anger grows over Trump's tariffs, apps and social media groups are helping people avoid US goods.","8 Apr 2025","World"
"https://www.bbc.com/news/articles/cly1g63x7q8o","Trump tariffs trigger steepest US stocks drop since 2020 as China, EU vow to hit back","Nike and Apple were among brands worst hit, but Trump maintained the US economy would ultimately ""boom"".","4 Apr 2025","US & Canada"
"https://www.bbc.com/news/articles/c70z4d8430ko","Pensioner in court over the death of David Tweed","Former DUP and TUV councillor and Ireland rugby international David Tweed died in a motorcycle crash in Ballycastle, County Antrim, in 2021.","3 Apr 2025","Northern Ireland"
"https://www.bbc.com/news/articles/cddy8d63262o","23andMe users struggle to delete their highly sensitive data","Multiple users said they had problems after the DNA-testing firm filed for bankruptcy protection.","26 Mar 2025","Technology"
"https://www.bbc.com/news/articles/c99nkg9dppno","Eight hour show to open Edinburgh International Festival","Other highlights include opera incorporating circus performers for a fusion of music and acrobatics.","13 Mar 2025","Edinburgh, Fife & East"
"https://www.bbc.com/news/articles/cp8je0xewlgo","Spain tackles housing 'social emergency' as rents double in a decade","The Spanish government is moving to make renting more affordable and boost the supply of homes.","4 Apr 2025","Europe"
"https://www.bbc.com/news/articles/c7871277kjgo","Trump-endorsed news channel sees shares surge 2,200%","Conservative US cable TV channel Newsmax started trading on the New York Stock Exchange on Monday.","2 Apr 2025","Business"
